movie_id,title,genres,year
586,Home Alone (1990),Children's|Comedy,70
587,Ghost (1990),Comedy|Romance|Thriller,70
588,Aladdin (1992),Animation|Children's|Comedy|Musical,72
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,71
590,Dances with Wolves (1990),Adventure|Drama|Western,70
591,Tough and Deadly (1995),Action|Drama|Thriller,75
592,Batman (1989),Action|Adventure|Crime|Drama,69
593,"Silence of the Lambs, The (1991)",Drama|Thriller,71
594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,17
595,Beauty and the Beast (1991),Animation|Children's|Musical,71
596,Pinocchio (1940),Animation|Children's,20
597,Pretty Woman (1990),Comedy|Romance,70
598,Window to Paris (1994),Comedy,74
599,"Wild Bunch, The (1969)",Western,49
600,Love and a .45 (1994),Thriller,74
601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,74
602,"Great Day in Harlem, A (1994)",Documentary,74
603,"Bye Bye, Love (1995)",Comedy,75
604,Criminals (1996),Documentary,76
605,One Fine Day (1996),Drama|Romance,76
606,Candyman: Farewell to the Flesh (1995),Horror,75
607,Century (1993),Drama,73
608,Fargo (1996),Crime|Drama|Thriller,76
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,76
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,61
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,76
612,"Pallbearer, The (1996)",Comedy,76
613,Jane Eyre (1996),Drama|Romance,76
614,Loaded (1994),Drama|Thriller,74
615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,53
616,"Aristocats, The (1970)",Animation|Children's,50
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,75
618,Two Much (1996),Comedy|Romance,76
619,Ed (1996),Comedy,76
620,Scream of Stone (Schrei aus Stein) (1991),Drama,71
621,My Favorite Season (1993),Drama,73
623,"Modern Affair, A (1995)",Romance,75
624,Condition Red (1995),Action|Drama|Thriller,75
625,Asfour Stah (1990),Drama,70
626,"Thin Line Between Love and Hate, A (1996)",Comedy,76
627,"Last Supper, The (1995)",Drama|Thriller,75
628,Primal Fear (1996),Drama|Thriller,76
629,Rude (1995),Drama,75
630,Carried Away (1996),Drama|Romance,76
631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,76
632,Land and Freedom (Tierra y libertad) (1995),War,75
633,Denise Calls Up (1995),Comedy,75
634,Theodore Rex (1995),Comedy,75
635,"Family Thing, A (1996)",Comedy|Drama,76
636,Frisk (1995),Drama,75
637,Sgt. Bilko (1996),Comedy,76
638,Jack and Sarah (1995),Romance,75
639,Girl 6 (1996),Comedy,76
640,Diabolique (1996),Drama|Thriller,76
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,74
642,Roula (1995),Drama,75
643,Peanuts - Die Bank zahlt alles (1996),Comedy,76
644,Happy Weekend (1996),Comedy,76
645,Nelly & Monsieur Arnaud (1995),Drama,75
647,Courage Under Fire (1996),Drama|War,76
648,Mission: Impossible (1996),Action|Adventure|Mystery,76
649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,74
650,Moll Flanders (1996),Drama,76
651,"Superweib, Das (1996)",Comedy,76
652,"301, 302 (1995)",Mystery,75
653,Dragonheart (1996),Action|Adventure|Fantasy,76
654,Und keiner weint mir nach (1996),Drama|Romance,76
655,Mutters Courage (1995),Comedy,75
656,Eddie (1996),Comedy,76
657,Yankee Zulu (1994),Comedy|Drama,74
658,Billy's Holiday (1995),Drama,75
659,Purple Noon (1960),Crime|Thriller,40
660,August (1996),Drama,76
661,James and the Giant Peach (1996),Animation|Children's|Musical,76
662,Fear (1996),Thriller,76
663,Kids in the Hall: Brain Candy (1996),Comedy,76
664,Faithful (1996),Comedy,76
665,Underground (1995),War,75
666,All Things Fair (1996),Drama,76
667,Bloodsport 2 (1995),Action,75
668,Pather Panchali (1955),Drama,35
669,Aparajito (1956),Drama,36
670,"World of Apu, The (Apur Sansar) (1959)",Drama,39
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,76
672,Tarantella (1995),Drama,75
673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,76
674,Barbarella (1968),Adventure|Sci-Fi,48
675,Hostile Intentions (1994),Action|Drama|Thriller,74
676,They Bite (1996),Drama,76
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,73
679,"Run of the Country, The (1995)",Drama,75
680,Alphaville (1965),Sci-Fi,45
681,Clean Slate (Coup de Torchon) (1981),Crime,61
682,Tigrero: A Film That Was Never Made (1994),Documentary|Drama,74
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary,73
684,Windows (1980),Drama,60
685,It's My Party (1995),Drama,75
687,Country Life (1994),Drama|Romance,74
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,75
690,"Promise, The (Versprechen, Das) (1994)",Romance,74
691,Mrs. Winterbourne (1996),Comedy|Romance,76
692,Solo (1996),Action|Sci-Fi|Thriller,76
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),Drama,74
694,"Substitute, The (1996)",Action,76
695,True Crime (1995),Mystery|Thriller,75
696,Butterfly Kiss (1995),Thriller,75
697,Feeling Minnesota (1996),Drama|Romance,76
698,Delta of Venus (1994),Drama,74
699,To Cross the Rubicon (1991),Drama,71
700,Angus (1995),Comedy,75
701,Daens (1992),Drama,72
702,Faces (1968),Drama,48
703,Boys (1996),Drama,76
704,"Quest, The (1996)",Action|Adventure,76
705,Cosi (1996),Comedy,76
706,Sunset Park (1996),Drama,76
707,Mulholland Falls (1996),Crime|Film-Noir|Thriller,76
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,76
709,Oliver & Company (1988),Animation|Children's,68
710,Celtic Pride (1996),Comedy,76
711,Flipper (1996),Adventure|Children's,76
712,Captives (1994),Drama,74
713,Of Love and Shadows (1994),Drama,74
714,Dead Man (1995),Western,75
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,75
716,Switchblade Sisters (1975),Crime,55
717,Mouth to Mouth (Boca a boca) (1995),Comedy,75
718,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi,73
719,Multiplicity (1996),Comedy,76
720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,76
721,Halfmoon (Paul Bowles - Halbmond) (1995),Drama,75
722,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary,75
723,Two Friends (1986),Drama,66
724,"Craft, The (1996)",Drama|Horror,76
725,"Great White Hype, The (1996)",Comedy,76
726,Last Dance (1996),Drama,76
727,War Stories (1995),Documentary,75
728,Cold Comfort Farm (1995),Comedy,75
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,75
730,"Low Life, The (1994)",Drama,74
731,Heaven's Prisoners (1996),Mystery|Thriller,76
732,Original Gangstas (1996),Crime,76
733,"Rock, The (1996)",Action|Adventure|Thriller,76
734,Getting Away With Murder (1996),Comedy,76
735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror,74
736,Twister (1996),Action|Adventure|Romance|Thriller,76
737,Barb Wire (1996),Action|Sci-Fi,76
738,"Garcu, Le (1995)",Drama,75
739,Honigmond (1996),Comedy,76
741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,75
742,Thinner (1996),Horror|Thriller,76
743,Spy Hard (1996),Comedy,76
744,Brothers in Trouble (1995),Drama,75
745,"Close Shave, A (1995)",Animation|Comedy|Thriller,75
746,Force of Evil (1948),Film-Noir,28
747,"Stupids, The (1996)",Comedy,76
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,76
749,"Man from Down Under, The (1943)",Drama,23
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,43
751,Careful (1992),Comedy,72
752,Vermont Is For Lovers (1992),Comedy|Romance,72
753,"Month by the Lake, A (1995)",Comedy|Drama,75
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's,75
755,Kim (1950),Children's|Drama,30
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,74
757,Ashes of Time (1994),Drama,74
758,"Jar, The (Khomreh) (1992)",Drama,72
759,Maya Lin: A Strong Clear Vision (1994),Documentary,74
760,Stalingrad (1993),War,73
761,"Phantom, The (1996)",Adventure,76
762,Striptease (1996),Comedy|Crime,76
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,76
764,Heavy (1995),Drama|Romance,75
765,Jack (1996),Comedy|Drama,76
766,I Shot Andy Warhol (1996),Drama,76
767,"Grass Harp, The (1995)",Drama,75
768,Someone Else's America (1995),Drama,75
769,Marlene Dietrich: Shadow and Light (1996),Documentary,76
770,Costa Brava (1946),Drama,26
771,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama,67
772,Quartier Mozart (1992),Comedy,72
773,Touki Bouki (Journey of the Hyena) (1973),Drama,53
774,Wend Kuuni (God's Gift) (1982),Drama,62
775,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,48
776,Babyfever (1994),Comedy|Drama,74
777,Pharaoh's Army (1995),War,75
778,Trainspotting (1996),Drama,76
779,'Til There Was You (1997),Drama|Romance,77
780,Independence Day (ID4) (1996),Action|Sci-Fi|War,76
781,Stealing Beauty (1996),Drama,76
782,"Fan, The (1996)",Thriller,76
783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,76
784,"Cable Guy, The (1996)",Comedy,76
785,Kingpin (1996),Comedy,76
786,Eraser (1996),Action|Thriller,76
787,"Gate of Heavenly Peace, The (1995)",Documentary,75
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,76
789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,70
790,An Unforgettable Summer (1994),Drama,74
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,75
792,"Hungarian Fairy Tale, A (1987)",Fantasy,67
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,73
794,Midnight Dancers (Sibak) (1994),Comedy|Drama,74
795,Somebody to Love (1994),Drama,74
796,"Very Natural Thing, A (1974)",Drama,54
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy,71
798,Daylight (1996),Action|Adventure|Thriller,76
799,"Frighteners, The (1996)",Comedy|Horror,76
800,Lone Star (1996),Drama|Mystery,76
801,Harriet the Spy (1996),Children's|Comedy,76
802,Phenomenon (1996),Drama|Romance,76
803,Walking and Talking (1996),Romance,76
804,She's the One (1996),Comedy|Romance,76
805,"Time to Kill, A (1996)",Drama,76
806,American Buffalo (1996),Drama,76
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,75
808,Alaska (1996),Adventure|Children's,76
809,Fled (1996),Action|Adventure,76
810,Kazaam (1996),Children's|Comedy|Fantasy,76
811,"Bewegte Mann, Der (1994)",Comedy,74
812,Magic Hunter (1994),Drama,74
813,Larger Than Life (1996),Comedy,76
814,"Boy Called Hate, A (1995)",Drama,75
815,Power 98 (1995),Action|Mystery|Thriller,75
816,Two Deaths (1995),Drama,75
818,"Very Brady Sequel, A (1996)",Comedy,76
819,Stefano Quantestorie (1993),Comedy|Drama,73
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,36
821,"Crude Oasis, The (1995)",Romance,75
822,Hedd Wyn (1992),Drama,72
823,"Collectionneuse, La (1967)",Drama,47
824,Kaspar Hauser (1993),Drama,73
825,Echte Kerle (1996),Comedy|Romance,76
826,Diebinnen (1995),Drama,75
827,"Convent, The (Convento, O) (1995)",Drama,75
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,76
829,Joe's Apartment (1996),Comedy|Musical,76
830,"First Wives Club, The (1996)",Comedy,76
831,Stonewall (1995),Drama,75
832,Ransom (1996),Drama|Thriller,76
833,High School High (1996),Comedy,76
834,Phat Beach (1996),Comedy,76
835,Foxfire (1996),Drama,76
836,Chain Reaction (1996),Action|Adventure|Thriller,76
837,Matilda (1996),Children's|Comedy,76
838,Emma (1996),Comedy|Drama|Romance,76
839,"Crow: City of Angels, The (1996)",Action|Thriller,76
840,House Arrest (1996),Comedy,76
841,Eyes Without a Face (1959),Horror,39
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,76
843,Lotto Land (1995),Drama,75
844,"Story of Xinghua, The (1993)",Drama,73
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,74
846,Flirt (1995),Drama,75
847,"Big Squeeze, The (1996)",Comedy|Drama,76
848,"Spitfire Grill, The (1996)",Drama,76
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,76
850,Cyclo (1995),Crime|Drama,75
851,Basquiat (1996),Drama,76
852,Tin Cup (1996),Comedy|Romance,76
853,Dingo (1992),Drama,72
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,38
855,Every Other Weekend (1990),Drama,70
856,Mille bolle blu (1993),Comedy,73
857,Crows and Sparrows (1949),Drama,29
858,"Godfather, The (1972)",Action|Crime|Drama,52
859,"Hippie Revolution, The (1996)",Documentary,76
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,74
861,Supercop (1992),Action|Thriller,72
862,Manny & Lo (1996),Drama,76
863,Celestial Clockwork (1994),Comedy,74
864,"Wife, The (1995)",Comedy|Drama,75
865,Small Faces (1995),Drama,75
866,Bound (1996),Crime|Drama|Romance|Thriller,76
867,Carpool (1996),Comedy|Crime,76
868,Death in Brunswick (1991),Comedy,71
869,Kansas City (1996),Crime,76
870,Gone Fishin' (1997),Comedy,77
871,Lover's Knot (1996),Comedy,76
872,Aiqing wansui (1994),Drama,74
873,Shadow of Angels (Schatten der Engel) (1976),Drama,56
874,Killer: A Journal of Murder (1995),Crime|Drama,75
875,Nothing to Lose (1994),Drama,74
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,73
877,Girls Town (1996),Drama,76
878,Bye-Bye (1995),Drama,75
879,"Relic, The (1997)",Horror,77
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,76
881,First Kid (1996),Children's|Comedy,76
882,"Trigger Effect, The (1996)",Drama|Thriller,76
884,Sweet Nothing (1995),Drama,75
885,Bogus (1996),Children's|Drama|Fantasy,76
886,Bulletproof (1996),Action,76
887,Talk of Angels (1998),Drama,78
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,75
889,1-900 (1994),Romance,74
890,Baton Rouge (1988),Thriller,68
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,75
892,Twelfth Night (1996),Comedy|Drama|Romance,76
893,Mother Night (1996),Drama,76
894,Liebelei (1933),Romance,13
895,Venice/Venice (1992),Drama,72
896,Wild Reeds (1994),Drama,74
897,For Whom the Bell Tolls (1943),Adventure|War,23
898,"Philadelphia Story, The (1940)",Comedy|Romance,20
899,Singin' in the Rain (1952),Musical|Romance,32
900,"American in Paris, An (1951)",Musical|Romance,31
901,Funny Face (1957),Comedy|Musical,37
902,Breakfast at Tiffany's (1961),Drama|Romance,41
903,Vertigo (1958),Mystery|Thriller,38
904,Rear Window (1954),Mystery|Thriller,34
905,It Happened One Night (1934),Comedy,14
906,Gaslight (1944),Mystery|Thriller,24
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,14
908,North by Northwest (1959),Drama|Thriller,39
909,"Apartment, The (1960)",Comedy|Drama,40
910,Some Like It Hot (1959),Comedy|Crime,39
911,Charade (1963),Comedy|Mystery|Romance|Thriller,43
912,Casablanca (1942),Drama|Romance|War,22
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,21
914,My Fair Lady (1964),Musical|Romance,44
915,Sabrina (1954),Comedy|Romance,34
916,Roman Holiday (1953),Comedy|Romance,33
917,"Little Princess, The (1939)",Children's|Drama,19
918,Meet Me in St. Louis (1944),Musical,24
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,19
920,Gone with the Wind (1939),Drama|Romance|War,19
921,My Favorite Year (1982),Comedy,62
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,30
923,Citizen Kane (1941),Drama,21
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,48
925,Golden Earrings (1947),Adventure|Romance,27
926,All About Eve (1950),Drama,30
927,"Women, The (1939)",Comedy,19
928,Rebecca (1940),Romance|Thriller,20
929,Foreign Correspondent (1940),Thriller,20
930,Notorious (1946),Film-Noir|Romance|Thriller,26
931,Spellbound (1945),Mystery|Romance|Thriller,25
932,"Affair to Remember, An (1957)",Romance,37
933,To Catch a Thief (1955),Comedy|Romance|Thriller,35
934,Father of the Bride (1950),Comedy,30
935,"Band Wagon, The (1953)",Comedy|Musical,33
936,Ninotchka (1939),Comedy|Romance,19
937,Love in the Afternoon (1957),Comedy|Romance,37
938,Gigi (1958),Musical,38
939,"Reluctant Debutante, The (1958)",Comedy|Drama,38
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,18
941,"Mark of Zorro, The (1940)",Adventure,20
942,Laura (1944),Crime|Film-Noir|Mystery,24
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,27
944,Lost Horizon (1937),Drama,17
945,Top Hat (1935),Comedy|Musical|Romance,15
946,To Be or Not to Be (1942),Comedy|Drama|War,22
947,My Man Godfrey (1936),Comedy,16
948,Giant (1956),Drama,36
949,East of Eden (1955),Drama,35
950,"Thin Man, The (1934)",Mystery,14
951,His Girl Friday (1940),Comedy,20
952,Around the World in 80 Days (1956),Adventure|Comedy,36
953,It's a Wonderful Life (1946),Drama,26
954,Mr. Smith Goes to Washington (1939),Drama,19
955,Bringing Up Baby (1938),Comedy,18
956,Penny Serenade (1941),Drama|Romance,21
957,"Scarlet Letter, The (1926)",Drama,6
958,Lady of Burlesque (1943),Comedy|Mystery,23
959,Of Human Bondage (1934),Drama,14
960,Angel on My Shoulder (1946),Crime|Drama,26
961,Little Lord Fauntleroy (1936),Drama,16
962,They Made Me a Criminal (1939),Crime|Drama,19
963,"Inspector General, The (1949)",Musical,29
964,Angel and the Badman (1947),Western,27
965,"39 Steps, The (1935)",Thriller,15
966,"Walk in the Sun, A (1945)",Drama,25
967,"Outlaw, The (1943)",Western,23
968,Night of the Living Dead (1968),Horror|Sci-Fi,48
969,"African Queen, The (1951)",Action|Adventure|Romance|War,31
970,Beat the Devil (1954),Comedy|Drama,34
971,Cat on a Hot Tin Roof (1958),Drama,38
972,"Last Time I Saw Paris, The (1954)",Drama,34
973,Meet John Doe (1941),Drama,21
974,Algiers (1938),Drama|Romance,18
975,Something to Sing About (1937),Comedy|Musical,17
976,"Farewell to Arms, A (1932)",Romance|War,12
977,Moonlight Murder (1936),Mystery,16
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,10
979,Nothing Personal (1995),Drama|War,75
980,In the Line of Duty 2 (1987),Action,67
981,Dangerous Ground (1997),Drama,77
982,Picnic (1955),Drama,35
983,Madagascar Skin (1995),Romance,75
984,"Pompatus of Love, The (1996)",Comedy|Drama,76
985,Small Wonders (1996),Documentary,76
986,Fly Away Home (1996),Adventure|Children's,76
987,Bliss (1997),Drama|Romance,77
988,Grace of My Heart (1996),Comedy|Drama,76
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,75
990,Maximum Risk (1996),Action|Adventure|Thriller,76
991,Michael Collins (1996),Drama|War,76
992,"Rich Man's Wife, The (1996)",Thriller,76
993,Infinity (1996),Drama,76
994,Big Night (1996),Drama,76
996,Last Man Standing (1996),Action|Drama|Western,76
997,Caught (1996),Drama|Thriller,76
998,Set It Off (1996),Action|Crime,76
999,2 Days in the Valley (1996),Crime,76
1000,Curdled (1996),Crime,76
1001,"Associate, The (L'Associe)(1982)",Comedy,62
1002,Ed's Next Move (1996),Comedy,76
1003,Extreme Measures (1996),Drama|Thriller,76
1004,"Glimmer Man, The (1996)",Action|Thriller,76
1005,D3: The Mighty Ducks (1996),Children's|Comedy,76
1006,"Chamber, The (1996)",Drama,76
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,55
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,35
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,55
1010,"Love Bug, The (1969)",Children's|Comedy,49
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,54
1012,Old Yeller (1957),Children's|Drama,37
1013,"Parent Trap, The (1961)",Children's|Drama,41
1014,Pollyanna (1960),Children's|Comedy|Drama,40
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,73
1016,"Shaggy Dog, The (1959)",Children's|Comedy,39
1017,Swiss Family Robinson (1960),Adventure|Children's,40
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,45
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,34
1020,Cool Runnings (1993),Comedy,73
1021,Angels in the Outfield (1994),Children's|Comedy,74
1022,Cinderella (1950),Animation|Children's|Musical,30
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,48
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,25
1025,"Sword in the Stone, The (1963)",Animation|Children's,43
1026,So Dear to My Heart (1949),Children's|Drama,29
1027,Robin Hood: Prince of Thieves (1991),Drama,71
1028,Mary Poppins (1964),Children's|Comedy|Musical,44
1029,Dumbo (1941),Animation|Children's|Musical,21
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,57
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,51
1032,Alice in Wonderland (1951),Animation|Children's|Musical,31
1033,"Fox and the Hound, The (1981)",Animation|Children's,61
1034,Freeway (1996),Crime,76
1035,"Sound of Music, The (1965)",Musical,45
1036,Die Hard (1988),Action|Thriller,68
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,72
1038,Unhook the Stars (1996),Drama,76
1039,Synthetic Pleasures (1995),Documentary,75
1040,"Secret Agent, The (1996)",Drama,76
1041,Secrets & Lies (1996),Drama,76
1042,That Thing You Do! (1996),Comedy,76
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,76
1044,Surviving Picasso (1996),Drama,76
1045,Love Is All There Is (1996),Comedy|Drama,76
1046,Beautiful Thing (1996),Drama|Romance,76
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,76
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,76
1050,Looking for Richard (1996),Documentary|Drama,76
1051,Trees Lounge (1996),Drama,76
1052,"Proprietor, The (1996)",Drama,76
1053,Normal Life (1996),Crime|Drama,76
1054,Get on the Bus (1996),Drama,76
1055,Shadow Conspiracy (1997),Thriller,77
1056,Jude (1996),Drama,76
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,76
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,76
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,76
1060,Swingers (1996),Comedy|Drama,76
1061,Sleepers (1996),Crime|Drama,76
1062,"Sunchaser, The (1996)",Drama,76
1063,Johns (1996),Drama,76
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,76
1065,"Woman in Question, The (1950)",Mystery,30
1066,Shall We Dance? (1937),Comedy|Musical|Romance,17
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,17
1068,Crossfire (1947),Crime|Film-Noir,27
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,24
1070,Macao (1952),Adventure,32
1071,For the Moment (1994),Romance|War,74
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,51
1075,"Sexual Life of the Belgians, The (1994)",Comedy,74
1076,"Innocents, The (1961)",Thriller,41
1077,Sleeper (1973),Comedy|Sci-Fi,53
1078,Bananas (1971),Comedy|War,51
1079,"Fish Called Wanda, A (1988)",Comedy,68
1080,Monty Python's Life of Brian (1979),Comedy,59
1081,Victor/Victoria (1982),Comedy|Musical,62
1082,"Candidate, The (1972)",Drama,52
1083,"Great Race, The (1965)",Comedy|Musical,45
1084,Bonnie and Clyde (1967),Crime|Drama,47
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,38
1086,Dial M for Murder (1954),Mystery|Thriller,34
1087,Madame Butterfly (1995),Musical,75
1088,Dirty Dancing (1987),Musical|Romance,67
1089,Reservoir Dogs (1992),Crime|Thriller,72
1090,Platoon (1986),Drama|War,66
1091,Weekend at Bernie's (1989),Comedy,69
1092,Basic Instinct (1992),Mystery|Thriller,72
1093,"Doors, The (1991)",Drama|Musical,71
1094,"Crying Game, The (1992)",Drama|Romance|War,72
1095,Glengarry Glen Ross (1992),Drama,72
1096,Sophie's Choice (1982),Drama,62
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,62
1098,"Search for One-eye Jimmy, The (1996)",Comedy,76
1099,"Christmas Carol, A (1938)",Drama,18
1100,Days of Thunder (1990),Action|Romance,70
1101,Top Gun (1986),Action|Romance,66
1102,American Strays (1996),Action,76
1103,Rebel Without a Cause (1955),Drama,35
1104,"Streetcar Named Desire, A (1951)",Drama,31
1105,Children of the Corn IV: The Gathering (1996),Horror,76
1106,"Leopard Son, The (1996)",Documentary,76
1107,Loser (1991),Comedy,71
1108,Prerokbe Ognja (1995),Documentary,75
1109,Charm's Incidents (1996),Drama,76
1110,Bird of Prey (1996),Action,76
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,76
1112,Palookaville (1996),Action|Drama,76
1113,"Associate, The (1996)",Comedy,76
1114,"Funeral, The (1996)",Drama,76
1115,Sleepover (1995),Comedy|Drama,75
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,75
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,76
1118,Tashunga (1995),Adventure|Western,75
1119,Drunks (1997),Drama,77
1120,"People vs. Larry Flynt, The (1996)",Drama,76
1121,Glory Daze (1996),Drama,76
1122,Plutonium Circus (1995),Documentary,75
1123,"Perfect Candidate, A (1996)",Documentary,76
1124,On Golden Pond (1981),Drama,61
1125,"Return of the Pink Panther, The (1974)",Comedy,54
1126,Drop Dead Fred (1991),Comedy|Fantasy,71
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,69
1128,"Fog, The (1980)",Horror,60
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,61
1130,"Howling, The (1980)",Horror,60
1131,Jean de Florette (1986),Drama,66
1132,Manon of the Spring (Manon des sources) (1986),Drama,66
1133,Talking About Sex (1994),Comedy|Drama,74
1134,Johnny 100 Pesos (1993),Action|Drama,73
1135,Private Benjamin (1980),Comedy,60
1136,Monty Python and the Holy Grail (1974),Comedy,54
1137,Hustler White (1996),Romance,76
1138,Dadetown (1995),Documentary,75
1139,Everything Relative (1996),Drama,76
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,76
1141,Hoogste tijd (1995),Drama,75
1142,Get Over It (1996),Drama,76
1143,Three Lives and Only One Death (1996),Comedy,76
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,76
1145,Snowriders (1996),Documentary,76
1146,Curtis's Charm (1995),Comedy|Drama,75
1147,When We Were Kings (1996),Documentary,76
1148,"Wrong Trousers, The (1993)",Animation|Comedy,73
1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,74
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,62
1151,Faust (1994),Animation|Comedy|Thriller,74
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,28
1153,Raw Deal (1948),Film-Noir,28
1154,T-Men (1947),Film-Noir,27
1155,"Invitation, The (Zaproszenie) (1986)",Drama,66
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,22
1157,"Symphonie pastorale, La (1946)",Drama,26
1158,Here Comes Cookie (1935),Comedy,15
